ts	                te	                td	    sa	            da	        sp	    dp	    pr	flg	     fwd stos	ipkt	ibyt	opkt	obyt	in	out	sas	das	smk	dmk	dtos	dir	nh	nhb	svln	dvln	ismc	odmc	idmc	osmc	mpls1	mpls2	mpls3	mpls4	mpls5	mpls6	mpls7	mpls8	mpls9	mpls10	cl	sl	al	ra	eng	exid	tr
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.173	10.100.65.255	137	137	UDP	........	0	0	9	864	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.163	224.0.0.251	5353	5353	UDP	........	0	0	34	2856	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.163	224.0.0.252	50728	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:05	2011-01-07 16:33:21	16,006	10.100.65.163	224.0.0.252	64698	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:18.616
2011-01-07 16:33:01	2011-01-07 16:33:21	20,002	10.100.65.173	224.0.0.252	53001	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:18.616
2011-01-07 16:33:01	2011-01-07 16:33:21	20,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	34	3536	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:fb	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:18.616
2011-01-07 16:33:01	2011-01-07 16:33:21	20,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	12	1176	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:01:00:03	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:18.616
2011-01-07 16:33:04	2011-01-07 16:33:32	28,011	10.100.65.124	224.0.1.140	32389	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:15	2011-01-07 16:33:32	16,153	10.100.65.173	239.255.255.250	51292	1900	UDP	........	0	0	4	884	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:10	2011-01-07 16:33:32	21,11	10.100.65.126	224.0.1.140	39163	5246	UDP	........	0	0	2	470	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:04	2011-01-07 16:33:32	28,011	10.100.65.124	255.255.255.255	32389	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:10	2011-01-07 16:33:32	21,994	10.100.65.126	255.255.255.255	39163	5246	UDP	........	0	0	2	470	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:16	2011-01-07 16:33:32	16,001	10.100.65.163	239.255.255.250	51294	1900	UDP	........	0	0	4	884	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:16	2011-01-07 16:33:32	16,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:30.615
2011-01-07 16:33:31	2011-01-07 16:33:43	12	10.100.65.173	224.0.0.252	63444	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:00	2011-01-07 16:33:43	43,002	10.100.65.154	255.255.255.255	10678	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:31	2011-01-07 16:33:43	12	10.100.65.173	224.0.0.252	63863	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:31	2011-01-07 16:33:43	12	10.100.65.163	224.0.0.252	63915	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:00	2011-01-07 16:33:43	43,002	10.100.65.154	224.0.1.140	10678	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:31	2011-01-07 16:33:43	12	10.100.65.163	224.0.0.252	65242	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:39.614
2011-01-07 16:33:32	2011-01-07 16:33:53	20,986	10.100.65.163	224.0.0.252	57189	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:11	2011-01-07 16:33:53	42,207	10.100.65.123	255.255.255.255	20728	5246	UDP	........	0	0	3	687	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:25	2011-01-07 16:33:53	28,199	10.100.65.124	255.255.255.255	32390	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:40	2011-01-07 16:33:53	13,197	10.100.65.154	224.0.1.140	45115	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:32	2011-01-07 16:33:53	20,986	10.100.65.163	224.0.0.252	59179	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:41	2011-01-07 16:33:53	12,164	10.100.65.124	224.0.1.140	32391	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:32	2011-01-07 16:33:53	20,986	10.100.65.173	224.0.0.252	64637	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:32	2011-01-07 16:33:53	20,986	10.100.65.173	224.0.0.252	61690	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:30	2011-01-07 16:33:53	22,986	10.100.65.173	224.0.0.251	5353	5353	UDP	........	0	0	24	2016	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:21	2011-01-07 16:33:53	31,987	10.100.65.59	224.0.1.140	25508	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:30	2011-01-07 16:33:53	22,986	10.100.65.163	10.100.65.255	137	137	UDP	........	0	0	6	576	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:41	2011-01-07 16:33:53	12,064	10.100.65.124	255.255.255.255	32391	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:11	2011-01-07 16:33:53	41,988	10.100.65.123	224.0.1.140	20728	5246	UDP	........	0	0	3	687	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:25	2011-01-07 16:33:53	28,048	10.100.65.124	224.0.1.140	32390	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:21	2011-01-07 16:33:53	31,987	10.100.65.59	255.255.255.255	25508	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:30	2011-01-07 16:33:53	22,986	10.100.65.173	10.100.65.255	137	137	UDP	........	0	0	6	576	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:48.699
2011-01-07 16:33:31	2011-01-07 16:33:54	22,986	10.100.65.163	224.0.0.251	5353	5353	UDP	........	0	0	24	2016	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:51.615
2011-01-07 16:33:38	2011-01-07 16:33:54	15,161	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	164	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:51.615
2011-01-07 16:33:31	2011-01-07 16:33:54	22,986	0.0.0.0	0.0.0.0	0	0	0	........	0	0	24	2496	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:fb	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:51.615
2011-01-07 16:33:33	2011-01-07 16:33:54	20,986	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	166	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:51.615
2011-01-07 16:33:31	2011-01-07 16:33:54	22,986	0.0.0.0	0.0.0.0	0	0	0	........	0	0	8	784	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:01:00:03	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:51.615
2011-01-07 16:33:45	2011-01-07 16:33:45	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	166	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:45	2011-01-07 16:33:45	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	108	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:43	2011-01-07 16:33:43	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	180	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:55	2011-01-07 16:33:55	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	122	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:00	2011-01-07 16:33:58	58,009	0.0.0.0	0.0.0.0	0	0	0	........	0	0	187	11968	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:09:0f:09:1e:0a	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:47	2011-01-07 16:33:47	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	ae:28:d0:1d:7c:e3	00:00:00:00:00:00	bc:d0:eb:75:32:62	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:55	2011-01-07 16:33:55	0	10.100.65.154	224.0.1.140	45115	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:52	2011-01-07 16:33:52	0	10.100.65.123	224.0.1.140	20729	5246	UDP	........	0	0	1	229	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:43	2011-01-07 16:33:43	0	192.168.1.1	239.255.255.250	1900	1900	UDP	........	0	0	8	2870	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:52	2011-01-07 16:33:58	5,95	10.100.65.59	224.0.1.140	25521	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:37	2011-01-07 16:33:59	22,001	10.100.65.126	255.255.255.255	39164	5246	UDP	........	0	0	3	705	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
2011-01-07 16:33:52	2011-01-07 16:33:52	0	10.100.65.123	255.255.255.255	20729	5246	UDP	........	0	0	1	229	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:55.239
