ts	                te	                td	    sa	            da	        sp	    dp	    pr	flg	     fwd stos	ipkt	ibyt	opkt	obyt	in	out	sas	das	smk	dmk	dtos	dir	nh	nhb	svln	dvln	ismc	odmc	idmc	osmc	mpls1	mpls2	mpls3	mpls4	mpls5	mpls6	mpls7	mpls8	mpls9	mpls10	cl	sl	al	ra	eng	exid	tr
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	68	4352	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:30:a5:12	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:15:0e:1f	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	3	192	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:8c:c7:7d	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:30:a5:12	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:09	2011-01-07 16:32:25	16,805	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0b:bd	00:00:00:00:00:00	14:84:77:47:d6:2c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0b:bd	00:00:00:00:00:00	7c:7a:3c:5e:ce:7b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	77	4928	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:15:0e:1f	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	bc:d0:eb:75:32:60	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:15:de:a0	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:ec:1f:6c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	3	192	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	f4:e9:75:12:d9:ae	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:55:0f:1d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:09	2011-01-07 16:32:25	16,805	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:b4:6c:c0	00:00:00:00:00:00	14:84:77:47:d6:2c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:ef:7d:2f	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:1d:7c:e3	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	129	8256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:11	2011-01-07 16:32:25	14,819	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:b4:6c:c0	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	125	8000	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:8c:c7:7d	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:ef:7d:2f	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	80:85:44:08:ad:38	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:a7:0d:ad	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:15:36:a9	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	36	3744	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:fb	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	121	7744	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:dd:73:e7	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:ef:7d:2f	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:00:9a:e2	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	58:ca:ac:95:f1:80	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	bc:d0:eb:fd:58:fb	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:30:a5:12	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:03	2011-01-07 16:32:25	21,92	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	90	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:03	2011-01-07 16:32:25	21,92	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0b:bd	00:00:00:00:00:00	14:84:77:cf:9a:6d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	3	192	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:ec:1f:6c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:dd:73:e7	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:00:9a:e2	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:03	2011-01-07 16:32:25	22,116	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	180	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	90:f7:b2:15:36:a9	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:04	2011-01-07 16:32:25	21,117	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:41:c9:e9	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:ef:7d:2f	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:ec:1f:6c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:a7:0d:ad	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:e3:41:49	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:1d:7c:e3	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:e2:cd	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7b:a8	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:30:a5:12	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
